"word1","word2","freq"
"governor’s","office",2
"govt","help",2
"grab","bag",2
"grab","cup",2
"grabbing","feet",2
"graduate","degree",2
"graduate","school",2
"graduated","high",2
"graduating","class",2
"grain","size",2
"grand","canyon",2
"grand","central",2
"grand","prize",2
"granite","city",2
"grant","automatic",2
"grated","cheese",2
"grated","parmigiano-reggiano",2
"gratitude","’s",2
"great","afternoon",2
"great","art",2
"great","deals",2
"great","evening",2
"great","hear",2
"great","holiday",2
"great","ideas",2
"great","im",2
"great","man",2
"great","morning",2
"great","resource",2
"great","see",2
"great","statement",2
"great","teacher",2
"great","win",2
"greater","accountability",2
"greater","length",2
"greatly","troubled",2
"greece","pinochet",2
"greek","debt",2
"green","blue",2
"green","onions",2
"green","tea",2
"grew","watching",2
"griffin","one",2
"grim","reaper",2
"groomed","told",2
"groomer","project",2
"groomer","told",2
"group","activities",2
"group","explains",2
"group","inc",2
"group","new",2
"grow","larger",2
"grow","said",2
"growing","child",2
"growing","number",2
"grown-","house",2
"grown","children",2
"growth","percent",2
"guess","ill",2
"guess","just",2
"guess","really",2
"guess","thats",2
"guests","will",2
"guide","one",2
"guilt","association",2
"guilty","pleasures",2
"guilty","selling",2
"guinness","book",2
"guitar","sang",2
"gulf","coast",2
"guns","sold",2
"gutless","act",2
"guys","arent",2
"guys","follow",2
"guys","im",2
"guys","just",2
"guys","know",2
"guys","like",2
"guys","look",2
"guys","need",2
"guys","played",2
"guys","really",2
"guys","tonight",2
"guys","u",2
"guys","will",2
"gwinnett","last",2
"gym","rat",2
"ha","ha",2
"ha","im",2
"hadnt","played",2
"haha","awesome",2
"haha","good",2
"haha","made",2
"haha","yea",2
"hahaha","youre",2
"hair","back",2
"hair","californian",2
"hair","great",2
"half","card",2
"half","dozen",2
"half","im",2
"half","life",2
"half","marathon",2
"half","mile",2
"half","million",2
"half","moon",2
"half","movie",2
"half","stars",2
"half","way",2
"half","years",2
"hall","meeting",2
"hand","another",2
"hand","dyed",2
"hand","foot",2
"hand","shoulder",2
"hand","still",2
"hand","trembled",2
"handle","truth",2
"hands","night",2
"hands","visited",2
"hang","head",2
"hanging","around",2
"happen","friends",2
"happen","heres",2
"happened","can",2
"happened","next",2
"happened","particular",2
"happened","sitting",2
"happened","today",2
"happening","different",2
"happens","lot",2
"happens","next",2
"happy","–",2
"happy","anniversary",2
"happy","day",2
"happy","family",2
"happy","founders",2
"happy","go",2
"happy","halloween",2
"happy","jig",2
"happy","monday",2
"happy","thanksgiving",2
"happy","valley",2
"hard","know",2
"hard","make",2
"hard","one",2
"hard","place",2
"hard","serve",2
"hard","sometimes",2
"hard","tell",2
"hard","us",2
"hardly","move",2
"harmony","arts",2
"hasnt","able",2
"hasnt","changed",2
"hasnt","come",2
"hate","day",2
"hate","im",2
"haunted","house",2
"haven","apartment",2
"haven’t","read",2
"havent","come",2
"havent","decided",2
"havent","played",2
"havent","posted",2
"havent","talked",2
"havent","yet",2
"head","back",2
"head","coaching",2
"head","field",2
"head","sighed",2
"headed","hotel",2
"headed","right",2
"heads","hands",2
"healing","foods",2
"healing","process",2
"health","club",2
"health","coverage",2
"health","plan",2
"health","reasons",2
"health","risks",2
"health","senior",2
"health","statistics",2
"health","systems",2
"healthcare","debate",2
"healthcare","workers",2
"healthy","choice",2
"healthy","happy",2
"hear","anywhere",2
"hear","back",2
"hear","see",2
"hear","still",2
"heard","came",2
"heard","great",2
"heard","much",2
"heard","stories",2
"hearing","today",2
"heart","association",2
"heart","can",2
"heart","heart",2
"heart","mind",2
"heart","one",2
"heart","rate",2
"heart","right",2
"heart","soul",2
"heart","valves",2
"heart","will",2
"hearts","minds",2
"heat","add",2
"heat","bond",2
"heat","keep",2
"heaven","least",2
"hed","go",2
"hefty","one",2
"heights","blvd",2
"heir","gilgen",2
"heirloom","tomato",2
"heitzman","said",2
"held","accountable",2
"held","fundraiser",2
"held","last",2
"hello","everyone",2
"help","add",2
"help","balance",2
"help","children",2
"help","choose",2
"help","cover",2
"help","email",2
"help","feed",2
"help","feel",2
"help","improve",2
"help","new",2
"help","now",2
"help","prevent",2
"help","win",2
"helped","guide",2
"helped","make",2
"helping","people",2
"helping","us",2
"helps","us",2
"henna","hands",2
"henry","james",2
"hes","accused",2
"hes","good",2
"hes","saying",2
"hexenbieste","blonde",2
"hey","just",2
"hey","still",2
"hey","thanks",2
"hey","u",2
"high-speed","racing",2
"high","can",2
"high","demand",2
"high","hopes",2
"high","interest",2
"high","low",2
"high","performance",2
"high","point",2
"high","points",2
"high","power-distance",2
"high","price",2
"high","protein",2
"high","schoolers",2
"high","since",2
"high","standards",2
"higher","ever",2
"higher","gas",2
"higher","higher",2
"higher","rate",2
"highest","paid",2
"highest","quality",2
"highway","traffic",2
"hikes","around",2
"hill","creative",2
"hind","legs",2
"hint","hint",2
"hispanic","voters",2
"historic","districts",2
"history","great",2
"hit","baby",2
"hit","back",2
"hit","ball",2
"hit","dominated",2
"hit","head",2
"hit","home",2
"hit","like",2
"hit","people",2
"hit","singles",2
"hit","solo",2
"hit","three",2
"hit","us",2
"hoagies","grinders",2
"hockey","team",2
"hold","hands",2
"hold","head",2
"hold","hope",2
"hold","long",2
"hold","many",2
"holidays","just",2
"hollys","house",2
"holy","cross",2
"holy","spirit",2
"home","-square-foot",2
"home","–",2
"home","“",2
"home","across",2
"home","alone",2
"home","assessed",2
"home","crematory",2
"home","every",2
"home","fries",2
"home","game",2
"home","good",2
"home","got",2
"home","lets",2
"home","live",2
"home","may",2
"home","now",2
"home","state",2
"home","wanted",2
"home","watching",2
"homemade","pizza",2
"homes","built",2
"homes","will",2
"honda","accord",2
"honest","may",2
"honestly","say",2
"honey","crisp",2
"honor","integrity",2
"honor","roll",2
"hoover","–",2
"hope","day",2
"hope","enjoyed",2
"hope","everything",2
"hope","weather",2
"hope","wonderful",2
"hoped","attend",2
"hopeful","will",2
"hopes","dreams",2
"hopes","high",2
"hoping","get",2
"hoping","people",2
"horse","one",2
"hosting","website",2
"hot","day",2
"hot","dryer",2
"hot","hot",2
"hot","rod",2
"hot","spot",2
"hot","springs",2
"hotel","restaurant",2
"hotel","rooms",2
"hour","cant",2
"hour","half",2
"hour","just",2
"hour","late",2
"hour","music",2
"hours","allows",2
"hours","minutes",2
"hours","new",2
"hours","respond",2
"hours","sleep",2
"house","arrest",2
"house","can",2
"house","committee",2
"house","gop",2
"house","house",2
"house","lord",2
"house","may",2
"house","near",2
"house","next",2
"house","noticed",2
"house","representatives",2
"house","right",2
"house","said",2
"house","senate",2
"house","vote",2
"household","business",2
"housing","demand",2
"however","back",2
"however","didn’t",2
"however","due",2
"however","good",2
"however","seems",2
"huge","sigh",2
"huge","thanks",2
"hugo","michael",2
"hula","hoop",2
"hula","hooping",2
"human","condition",2
"human","make",2
"human","services",2
"hundred","years",2
"hundreds","millions",2
"hung","around",2
"hungergames","one",2
"hungry","caterpillar",2
"hunt","will",2
"hunting","valley",2
"huo","baozhu",2
"hurry","time",2
"hurt","always",2
"hurt","others",2
"husbands","family",2
"husbands","sister",2
"hydrogen","peroxide",2
"ice","bath",2
"id","give",2
"id","just",2
"id","really",2
"idea","“",2
"idea","back",2
"idea","can",2
"idea","help",2
"idea","might",2
"idea","said",2
"idea","youre",2
"ideas","also",2
"ideas","can",2
"ideas","long",2
"ideas","projects",2
"identity","theft",2
"idlib","city",2
"ie","work",2
"ilina","mist",2
"ill","able",2
"ill","add",2
"ill","admit",2
"ill","away",2
"ill","back",2
"ill","bet",2
"ill","buy",2
"ill","follow",2
"ill","go",2
"ill","help",2
"ill","make",2
"ill","play",2
"ill","probably",2
"ill","running",2
"ill","say",2
"ill","send",2
"ill","stick",2
"im","actually",2
"im","addicted",2
"im","afraid",2
"im","alive",2
"im","already",2
"im","area",2
"im","beginning",2
"im","bit",2
"im","bored",2
"im","coming",2
"im","counting",2
"im","crazy",2
"im","definitely",2
"im","done",2
"im","enjoying",2
"im","even",2
"im","followed",2
"im","get",2
"im","grateful",2
"im","hunt",2
"im","know",2
"im","leaving",2
"im","liking",2
"im","listening",2
"im","living",2
"im","moving",2
"im","now",2
"im","ok",2
"im","older",2
"im","person",2
"im","planning",2
"im","point",2
"im","posting",2
"im","probably",2
"im","right",2
"im","seeing",2
"im","starting",2
"im","super",2
"im","surprised",2
"im","taking",2
"im","totally",2
"im","trouble",2
"im","u",2
"im","used",2
"im","using",2
"im","waiting",2
"im","watching",2
"im","way",2
"im","workin",2
"im","working",2
"im","worried",2
"image","one",2
"imax","film",2
"immigration","customs",2
"immigration","status",2
"impacted","surface",2
"imperial","stout",2
"important","finding",2
"important","ice",2
"important","information",2
"important","make",2
"impossible","movie",2
"impressive","performance",2
"improper","payments",2
"improved","-",2
"improved","since",2
"incentives","make",2
"inch","thick",2
"inclined","towards",2
"include","tax",2
"includes","five",2
"including","forest",2
"including","former",2
"including","least",2
"including","windows",2
"incredibly","well",2
"index","cards",2
"index","fell",2
"index","finger",2
"index","funds",2
"individual","state",2
"individuals","can",2
"industrial","average",2
"industrial","park",2
"industry","association",2
"industry","two",2
"indycar","contests",2
"infection","rates",2
"infinite","number",2
"influenza","vaccination",2
"info","--",2
"information","asked",2
"information","available",2
"information","page",2
"information","per",2
"information","register",2
"information","technology",2
"ingredients","large",2
"ingredients","made",2
"initial","length",2
"injured","persevering",2
"injury","illness",2
"inmates","jail",2
"inner","peace",2
"inner","sunset",2
"inside","box",2
"inside","go",2
"inside","head",2
"inside","little",2
"inside","us",2
"insider","tells",2
"instant","ticket",2
"instead","healthier",2
"instead","placed",2
"instead","spending",2
"instead","taking",2
"institute","technology",2
"institutionalized","racism",2
"insurance","industry",2
"int","c",2
"integrity","process",2
"intelligence","sharing",2
"interest","group",2
"interested","music",2
"interesting","way",2
"intermediate","wave",2
"international","court",2
"international","film",2
"internet","around",2
"internet","meme",2
"internet","searching",2
"internet","security",2
"internet","will",2
"interval","training",2
"interview","w",2
"introductory","news",2
"investigation","can",2
"investigation","whether",2
"investigators","said",2
"investment","officer",2
"invigorating","hike",2
"invisible","children",2
"invited","friends",2
"involved","also",2
"iphone","android",2
"iphone","case",2
"irish","pub",2
"iron","man",2
"islamic","culture",2
"isn’t","just",2
"isn’t","yet",2
"isnt","good",2
"isnt","important",2
"isnt","just",2
"isnt","one",2
"isnt","time",2
"issue","now",2
"issue","one",2
"issues","get",2
"issues","will",2
"italian","sausage",2
"ive","able",2
"ive","also",2
"ive","asked",2
"ive","day",2
"ive","found",2
"ive","known",2
"ive","lost",2
"ive","meaning",2
"ive","noticed",2
"ive","playing",2
"ive","stress",2
"ive","taken",2
"ive","trying",2
"ive","used",2
"j","cook",2
"jack","johnson",2
"jam","packed",2
"jamal","crawford",2
"james","joyce",2
"james","r",2
"jamie","langenbrunner",2
"january","also",2
"january","issue",2
"january","january",2
"january","one",2
"jasmine","rice",2
"java","happy",2
"jayne","carroll",2
"jeff","suppan",2
"jeff","van",2
"jello","shots",2
"jennifer","ashley",2
"jersey","business",2
"jersey","shore",2
"jersey","turnpike",2
"jigsaw","puzzle",2
"jim","dickinson",2
"jim","tracy",2
"jimenez’s","action",2
"job","can",2
"job","days",2
"job","description",2
"job","first",2
"job","interview",2
"job","interviews",2
"job","making",2
"job","searching",2
"jobless","rate",2
"jobs","can",2
"jobs","june",2
"joe","girardi",2
"john","“",2
"john","edwards",2
"john","f",2
"john","wayne",2
"johnson","johnson",2
"johnson","says",2
"johnston","meat",2
"johny","gaddar",2
"join","health",2
"joined","sales",2
"joined","us",2
"jones","industrial",2
"jones","said",2
"jose","state",2
"journal","medical",2
"judge","called",2
"judge","said",2
"judge","sentenced",2
"judges","really",2
"julia","louis-dreyfus",2
"july","july",2
"jump","right",2
"june","th",2
"june","will",2
"juror","asked",2
"jus","gotta",2
"just","accept",2
"just","also",2
"just","amazing",2
"just","announced",2
"just","assumed",2
"just","basically",2
"just","beautiful",2
"just","began",2
"just","bit",2
"just","call",2
"just","called",2
"just","check",2
"just","click",2
"just","completed",2
"just","cost",2
"just","cut",2
"just","didn’t",2
"just","done",2
"just","fell",2
"just","follow",2
"just","found",2
"just","freaking",2
"just","games",2
"just","giving",2
"just","gonna",2
"just","good",2
"just","happen",2
"just","happens",2
"just","hundred",2
"just","inspired",2
"just","isn’t",2
"just","joined",2
"just","keeps",2
"just","kept",2
"just","kidding",2
"just","kind",2
"just","left",2
"just","listening",2
"just","long",2
"just","looks",2
"just","losing",2
"just","lost",2
"just","loves",2
"just","may",2
"just","mean",2
"just","needed",2
"just","never",2
"just","noon",2
"just","ordered",2
"just","percent",2
"just","plain",2
"just","put",2
"just","regular",2
"just","right",2
"just","seem",2
"just","seems",2
"just","sent",2
"just","set",2
"just","show",2
"just","showed",2
"just","silly",2
"just","simple",2
"just","since",2
"just","sit",2
"just","small",2
"just","sold",2
"just","stood",2
"just","take",2
"just","taken",2
"just","taking",2
"just","tell",2
"just","thinking",2
"just","thought",2
"just","thrilled",2
"just","took",2
"just","us",2
"just","use",2
"just","wait",2
"just","walked",2
"just","wasted",2
"just","way",2
"just","werent",2
"just","wrote",2
"just","yet",2
"justice","system",2
"k","race",2
"kanye","west",2
"kasich","signed",2
"kate","middleton",2
"katy","trail",2
"kaushalya","best",2
"keane","started",2
"keep","car",2
"keep","coming",2
"keep","eyes",2
"keep","forgetting",2
"keep","getting",2
"keep","good",2
"keep","growing",2
"keep","heads",2
"keep","just",2
"keep","posted",2
"keep","public",2
"keep","reading",2
"keep","talking",2
"keeping","mind",2
"keeps","coming",2
"kenny","lofton",2
"kent","state",2
"kept","people",2
"kept","secret",2
"kept","us",2
"key","moments",2
"key","stage",2
"key","west",2
"keynote","speaker",2
"kicker","measure",2
"kids","–",2
"kids","dont",2
"kids","find",2
"kids","important",2
"kids","know",2
"kids","now",2
"kids","parents",2
"kids","school",2
"kids","started",2
"kids","think",2
"kim","kardashian",2
"kind","hard",2
"kind","stories",2
"kind","way",2
"kind","wine",2
"kinda","dangerous",2
"kinder","morgan",2
"kindle","touch",2
"king’s","duty",2
"kingman","prison",2
"kings","finished",2
"kisses","hugs",2
"kitchen","cabinets",2
"knew","almost",2
"knew","couldn’t",2
"knew","going",2
"knew","love",2
"knew","one",2
"knew","right",2
"knew","time",2
"knight","rises",2
"know","–",2
"know","’ll",2
"know","’ve",2
"know","…",2
"know","act",2
"know","anymore",2
"know","cool",2
"know","don’t",2
"know","dont",2
"know","else",2
"know","everything",2
"know","exactly",2
"know","film",2
"know","give",2
"know","got",2
"know","happened",2
"know","hard",2
"know","ill",2
"know","kind",2
"know","least",2
"know","lets",2
"know","level",2
"know","life",2
"know","long",2
"know","lot",2
"know","maybe",2
"know","never",2
"know","now",2
"know","often",2
"know","person",2
"know","real",2
"know","right",2
"know","said",2
"know","savior",2
"know","shes",2
"know","someone",2
"know","sounds",2
"know","start",2
"know","summer",2
"know","sure",2
"know","thats",2
"know","theyre",2
"know","things",2
"know","think",2
"know","thought",2
"know","thoughts",2
"know","trying",2
"know","two",2
"know","way",2
"know","wear",2
"know","weird",2
"know","won’t",2
"know…","’m",2
"known","collectively",2
"known","us",2
"knows","im",2
"knows","just",2
"ko","olina",2
"kobe","bryant",2
"kuala","lumpur",2
"la","boca",2
"la","mota",2
"la","times",2
"labor","day",2
"labor","dispute",2
"labor","unions",2
"lady","gaga",2
"lady","just",2
"lake","county",2
"lake","superior",2
"lake","wobegon",2
"lakers","-",2
"lakes","area",2
"lamarcus","aldridge",2
"lame","duck",2
"lananna","said",2
"land","lost",2
"landon","donovan",2
"lands","end",2
"lane","report",2
"lanes","interstate",2
"language","used",2
"large","enough",2
"large","lace",2
"large","part",2
"large","piece",2
"largely","due",2
"last","august",2
"last","broadway",2
"last","chance",2
"last","game",2
"last","laugh",2
"last","march",2
"last","minute",2
"last","name",2
"last","nights",2
"last","october",2
"last","one",2
"last","place",2
"last","resort",2
"last","september",2
"last","show",2
"last","spring",2
"last","stop",2
"last","thing",2
"late","april",2
"late","d",2
"late","fees",2
"late","morning",2
"late","now",2
"late","start",2
"later","day",2
"later","find",2
"later","great",2
"later","probably",2
"later","told",2
"laugh","expense",2
"laugh","loud",2
"laughing","rake",2
"law-abiding","citizens",2
"law","professor",2
"law","requires",2
"lawsuit","arguing",2
"lawsuit","filed",2
"lead","good",2
"leader","matt",2
"leaders","like",2
"leaders","said",2
"leadership","conference",2
"leadership","issue",2
"leading","new",2
"leading","question",2
"leading","scorer",2
"league","baseball",2
"league","mvp",2
"league","saw",2
"leaniance","scoring",2
"learn","can",2
"learned","lot",2
"learning","solutions",2
"least","day",2
"least","four",2
"least","full",2
"least","half",2
"least","hes",2
"least","minutes",2
"least","month",2
"least","nine",2
"least","now",2
"least","people",2
"least","respect",2
"least","thats",2
"least","time",2
"least","twin",2
"least","us",2
"least","year",2
"least","years",2
"leather","belt",2
"leave","behind",2
"leave","big",2
"leave","can",2
"leave","go",2
"leave","home",2
"leave","house",2
"leave","office",2
"leaves","room",2
"leaving","ground",2
"lecturer","university",2
"led","lights",2
"led","many",2
"led","way",2
"left","court",2
"left","post",2
"left","tackle",2
"left","take",2
"left","us",2
"left","work",2
"leg","extended",2
"leg","raced",2
"legal","action",2
"legal","fees",2
"legal","status",2
"legislative","executive",2
"legislature","pass",2
"lemme","know",2
"lemon","peel",2
"lenfants","dc",2
"lens","facing",2
"less","confidence",2
"less","costly",2
"less","last",2
"less","two",2
"let","best",2
"let","explain",2
"let","give",2
"let","loved",2
"let","play",2
"let","remember",2
"let","stress",2
"let’s","face",2
"let’s","get",2
"let’s","go",2
"let’s","just",2
"let’s","make",2
"let’s","start",2
"lets","just",2
"lets","party",2
"lets","see",2
"lets","start",2
"letter","obama",2
"level","knows",2
"level","mp",2
"level","percent",2
"level","student",2
"levels","measured",2
"lewis","clark",2
"lgbt","community",2
"lgbt","people",2
"library","today",2
"license","plates",2
"lieutenants","choose",2
"life","also",2
"life","around",2
"life","back",2
"life","big",2
"life","can",2
"life","dad",2
"life","early",2
"life","join",2
"life","let",2
"life","life",2
"life","made",2
"life","moved",2
"life","people",2
"life","prison",2
"life","said",2
"life","short",2
"life","spent",2
"life","story",2
"life","struggling",2
"life","thanks",2
"life","told",2
"life","wanted",2
"life","well",2
"life","will",2
"light","bulb",2
"light","can",2
"light","focused",2
"light","side",2
"lights","will",2
"like","adoption",2
"like","around",2
"like","baby",2
"like","bag",2
"like","ben",2
"like","best",2
"like","better",2
"like","billion",2
"like","call",2
"like","came",2
"like","crazy",2
"like","dark",2
"like","dont",2
"like","everyday",2
"like","everyone",2
"like","family",2
"like","father",2
"like","following",2
"like","free",2
"like","garbage",2
"like","girl",2
"like","give",2
"like","greece",2
"like","grown-",2
"like","hear",2
"like","hearing",2
"like","hey",2
"like","hours",2
"like","huge",2
"like","idea",2
"like","imma",2
"like","interesting",2
"like","ive",2
"like","katniss",2
"like","lake",2
"like","life",2
"like","like",2
"like","little",2
"like","look",2
"like","made",2
"like","makes",2
"like","maybe",2
"like","might",2
"like","minded",2
"like","mine",2
"like","miniature",2
"like","minutes",2
"like","miss",2
"like","mom",2
"like","national",2
"like","nick",2
"like","old",2
"like","perfect",2
"like","play",2
"like","playing",2
"like","present",2
"like","rest",2
"like","saw",2
"like","saying",2
"like","share",2
"like","someone",2
"like","tacos",2
"like","taking",2
"like","thats",2
"like","things",2
"like","think",2
"like","tv",2
"like","u",2
"like","video",2
"like","want",2
"like","wearing",2
"like","will",2
"like","work",2
"liked","even",2
"likely","within",2
"lily","gardens",2
"limited","edition",2
"lindsay","lohan",2
"line","come",2
"line","injured",2
"lines","photographs",2
"lineup","includes",2
"links","previous",2
"lion","witch",2
"list","also",2
"list","including",2
"list","people",2
"list","players",2
"list","things",2
"list","top",2
"listen","music",2
"listen","still",2
"litter","boxes",2
"little","battery",2
"little","blog",2
"little","can",2
"little","confused",2
"little","control",2
"little","details",2
"little","first",2
"little","garden",2
"little","hard",2
"little","hope",2
"little","house",2
"little","know",2
"little","little",2
"little","pink",2
"little","possible",2
"little","red",2
"little","rest",2
"little","since",2
"little","thing",2
"little","town",2
"little","weird",2
"little","work",2
"little","year",2
"live","”",2
"live","cleveland",2
"live","line",2
"live","little",2
"live","near",2
"live","show",2
"live","will",2
"lived","breathed",2
"lived","house",2
"lived","life",2
"lived","world",2
"lives","husband",2
"lives","portland",2
"lives","right",2
"lives","will",2
"living","city",2
"living","life",2
"living","like",2
"living","nearby",2
"living","space",2
"liz","figueroa",2
"load","laundry",2
"loaded","calories",2
"loaf","bread",2
"local","artist",2
"local","artists",2
"local","authorities",2
"local","band",2
"local","elections",2
"local","government",2
"local","library",2
"local","police",2
"local","telecasts",2
"local","university",2
"locally","grown",2
"locals","dont",2
"located","anywhere",2
"located","near",2
"log","cabin",2
"lol","awesome",2
"lol","jk",2
"lol","know",2
"lol","rt",2
"lol","u",2
"lol","wanna",2
"lol","went",2
"long","gone",2
"long","hair",2
"long","hard",2
"long","instead",2
"long","island",2
"long","live",2
"long","one",2
"long","periods",2
"long","since",2
"long","think",2
"long","took",2
"long","walk",2
"long","want",2
"long","week",2
"long","weekend",2
"long","will",2
"longer","probably",2
"longer","required",2
"look","bad",2
"look","different",2
"look","easy",2
"look","face",2
"look","giving",2
"look","issue",2
"look","mirror",2
"look","near",2
"look","never",2
"look","now",2
"look","others",2
"look","right",2
"look","see",2
"look","shoulder",2
"look","take",2
"look","way",2
"look","weve",2
"look","whether",2
"looked","beginning",2
"looked","good",2
"looked","little",2
"looked","surprised",2
"looking","hire",2
"looking","one",2
"looking","something",2
"looking","ways",2
"looks","back",2
"looks","great",2
"looms","without",2
"lord","every",2
"lord","shall",2
"lose","money",2
"loses","virginity",2
"losing","weight",2
"lost","ancient",2
"lost","business",2
"lost","dont",2
"lost","first",2
"lost","hold",2
"lost","homes",2
"lost","jobs",2
"lost","lost",2
"lost","much",2
"lost","one",2
"lost","touch",2
"lost","wallet",2
"lot","can",2
"lot","common",2
"lot","dont",2
"lot","folks",2
"lot","friends",2
"lot","life",2
"lot","money",2
"lot","nice",2
"lot","pitches",2
"lot","recently",2
"lot","thought",2
"lot","times",2
"lot","will",2
"lot","work",2
"lots","lovely",2
"lots","things",2
"lots","work",2
"loud","slurping",2
"louis","-",2
"lounge","music",2
"love","’s",2
"love","”",2
"love","actually",2
"love","always",2
"love","bug",2
"love","cuz",2
"love","dance",2
"love","design",2
"love","first",2
"love","give",2
"love","gratitude",2
"love","great",2
"love","hear",2
"love","hearing",2
"love","hurt",2
"love","idea",2
"love","im",2
"love","just",2
"love","know",2
"love","little",2
"love","lol",2
"love","man",2
"love","may",2
"love","maybe",2
"love","money",2
"love","motivated",2
"love","much",2
"love","new",2
"love","next",2
"love","people",2
"love","problem",2
"love","really",2
"love","record",2
"love","said",2
"love","school",2
"love","show",2
"love","song",2
"love","talking",2
"love","think",2
"love","triangle",2
"love","ue",2
"love","watching",2
"love","well",2
"love","white",2
"love","words",2
"love","working",2
"love","ya",2
"loved","diana",2
"loved","one",2
"loves","much",2
"low","heat",2
"low","priority",2
"lower","dens",2
"lower","prices",2
"loyal","studios",2
"lucio","reported",2
"luck","baseball",2
"luck","d",2
"luck","last",2
"lucky","enough",2
"lunch","box",2
"lunch","meat",2
"lunch","rents",2
"lunch","today",2
"lung","association",2
"lustberg","said",2
"luther","king",2
"macro","lens",2
"made","another",2
"made","changes",2
"made","clear",2
"made","decision",2
"made","favorite",2
"made","good",2
"made","great",2
"made","headlines",2
"made","last",2
"made","laugh",2
"made","life",2
"made","long",2
"made","mistakes",2
"made","mom",2
"made","monday",2
"made","morning",2
"made","movies",2
"made","much",2
"made","public",2
"made","realize",2
"made","saves",2
"made","significant",2
"made","sound",2
"made","tough",2
"made","trip",2
"made","using",2
"made","wood",2
"made","work",2
"made","year",2
"magazine","never",2
"magic","kingdom",2
"magnate","self-described",2
"mail","processing",2
"main","reason",2
"main","store",2
"major","championship",2
"major","spills",2
"majority","cases",2
"majority","children",2
"make","-",2
"make","”",2
"make","adjustments",2
"make","available",2
"make","best",2
"make","better",2
"make","big",2
"make","career",2
"make","cheese",2
"make","cut",2
"make","difficult",2
"make","easier",2
"make","entertaining",2
"make","even",2
"make","every",2
"make","film",2
"make","fit",2
"make","free",2
"make","friends",2
"make","good",2
"make","great",2
"make","instead",2
"make","little",2
"make","living",2
"make","loss",2
"make","lost",2
"make","lot",2
"make","love",2
"make","matters",2
"make","mess",2
"make","million",2
"make","mistakes",2
"make","nice",2
"make","one",2
"make","percent",2
"make","play",2
"make","point",2
"make","quick",2
"make","regular",2
"make","smile",2
"make","something",2
"make","sort",2
"make","third",2
"makes","better",2
"makes","everyone",2
"makes","laugh",2
"makes","money",2
"makes","much",2
"makes","people",2
"makes","realize",2
"makes","sad",2
"makes","wonder",2
"making","back",2
"making","big",2
"making","difficult",2
"making","first",2
"making","get",2
"making","move",2
"making","progress",2
"making","things",2
"malaysian","muslims",2
"malia","sasha",2
"malt","brandishing",2
"mama","got",2
"mammoth","task",2
"man","assaulted",2
"man","becomes",2
"man","behind",2
"man","can",2
"man","chocolates",2
"man","found",2
"man","go",2
"man","great",2
"man","known",2
"man","knows",2
"man","may",2
"man","never",2
"man","one",2
"man","police",2
"man","ready",2
"man","real",2
"man","shot",2
"man","side",2
"man","told",2
"management","system",2
"manager","joe",2
"manager","mike",2
"manager","said",2
"mandate","struck",2
"manner","vessels",2
"manning","will",2
"mans","life",2
"manufacturing","jobs",2
"manufacturing","sector",2
"many","authors",2
"many","benefits",2
"many","books",2
"many","can",2
"many","cases",2
"many","chefs",2
"many","companies",2
"many","countries",2
"many","details",2
"many","fabrics",2
"many","folks",2
"many","heads",2
"many","hours",2
"many","many",2
"many","mistakes",2
"many","months",2
"many","opportunities",2
"many","pictures",2
"many","posts",2
"many","ppl",2
"many","really",2
"many","states",2
"many","students",2
"many","varieties",2
"many","well",2
"many","wonders",2
"march","general",2
"march","national",2
"march","year",2
"mardi","gras",2
"maria","another",2
"maria","broken",2
"maricopa","county",2
"mark","sanchez",2
"mark","use",2
"market","share",2
"marketing","specialist",2
"marks","first",2
"marks","th",2
"marlene","coudray",2
"marriage","equality",2
"married","-year-old",2
"martin","luther",2
"martin","said",2
"martin","scorseses",2
"martins","parents",2
"mary","jane",2
"mary","kay",2
"masculine","card",2
"mashed","potatoes",2
"mass","index",2
"mass","murderers",2
"massachusetts","bay",2
"master","bath",2
"master","gardener",2
"master","plan",2
"mater","dei",2
"material","mattered",2
"material","nature",2
"material","world",2
"math","science",2
"matt","damon",2
"matter","either",2
"matter","many",2
"matter","people",2
"matter","times",2
"matter","us",2
"matthew","-",2
"may","already",2
"may","another",2
"may","become",2
"may","cost",2
"may","different",2
"may","discovered",2
"may","fall",2
"may","feel",2
"may","first",2
"may","held",2
"may","little",2
"may","live",2
"may","may",2
"may","maybe",2
"may","motivated",2
"may","need",2
"may","never",2
"may","noticed",2
"may","offer",2
"may","peace",2
"may","play",2
"may","required",2
"may","return",2
"may","right",2
"may","sound",2
"may","want",2
"may","will",2
"maybe","’ll",2
"maybe","even",2
"maybe","everyone",2
"maybe","fine",2
"maybe","thats",2
"maybe","turn",2
"maybe","will",2
"mayfield","road",2
"mayor","antonio",2
"mayor","brian",2
"mayor","kevin",2
"mayor","new",2
"mayors","salary",2
"mcgowan","said",2
"mdf","top",2
"meals","supplier",2
"mean","anything",2
"mean","like",2
"mean","strong",2
"mean","want",2
"means","can",2
"means","good",2
"means","livelihood",2
"means","nothing",2
"means","pro",2
"means","will",2
"meant","well",2
"meantime","can",2
"measure","passed",2
"measures","consumers",2
"meat","products",2
"meat","puppets",2
"meat","veggies",2
"mechanical","engineer",2
"medal","excellence",2
"media","market",2
"medical","care",2
"medical","staff",2
"medieval","medinah",2
"medinah","get",2
"medium-high","heat",2
"meet","baby",2
